lane,lane_label,run_id,item_id,batch_label,condition,difficulty,correct_key,seed_doc_path,lane_decision,lane_source_alignment,lane_distractor_quality,lane_stem_clarity,lane_difficulty_match_raw,lane_difficulty_match_pass,reviewer_decision,agrees_with_reviewer,flag_ambiguity,chunks_support_question,correct_answer_verifiable,distractors_clearly_wrong,reviewer_source_call_accurate,lane_notes
claude,Claude,20260330_103241Z_haiku_local,item_29,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,REVISE,4,3,4,4,True,REVISE,True,False,True,True,False,True,"Chunk confirms sharing POS data and reducing lead times both mitigate the bullwhip effect; answer B ('centralized inventory management sharing real-time sales data') combines elements from both strategies. Distractor A (longer lead times) directly contradicts the chunk. Distractor D (large infrequent orders) also contradicts the chunk's recommendation for smaller, more frequent orders."
codex,Codex,20260330_103241Z_haiku_local,item_29,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,B directly matches the stock-price finding in the source.
claude,Claude,20260330_103241Z_haiku_local,item_3,haiku-generator,haiku/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Chunk states when focus is 'on,' separate facilities are dedicated to specific volume-process combinations, confirming B. Distractor A describes the 'focus off' scenario explicitly mentioned in the chunk, making it a strong discriminator."
codex,Codex,20260330_103241Z_haiku_local,item_3,haiku-generator,haiku/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,4,3,4,3,False,REVISE,False,False,True,True,False,False,A is supported because the storefront model improves inventory and distribution efficiency by separating functions and centralizing the right ones.
claude,Claude,20260330_103241Z_haiku_local,item_30,haiku-generator,haiku/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Chunk gives the exact reorder point formula confirming B, identical to item_19 in this batch. Distractor A (solely average demand) and D (no variability accounting) are clearly wrong per the formula. Well-constructed item."
codex,Codex,20260330_103241Z_haiku_local,item_30,haiku-generator,haiku/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,A correctly names the three primary motives for holding inventory.
claude,Claude,20260330_103241Z_haiku_local,item_31,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,3,3,5,4,True,ACCEPT,False,False,False,False,True,False,"The primary chunk is about modern supply chain challenges (global optimization, uncertainty), which only briefly mentions JIT. The JIT description ('receiving goods only when needed') is not directly in this chunk; it comes from the SCM overview chunk. Source alignment is weak; reviewer's ACCEPT is overly generous."
codex,Codex,20260330_103241Z_haiku_local,item_31,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,2,False,REVISE,False,False,True,True,True,True,C restates the definition from the passage exactly.
claude,Claude,20260330_103241Z_haiku_local,item_32,haiku-generator,haiku/local,easy,D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,3,2,4,3,False,REVISE,True,False,False,False,True,True,"Primary chunk is about global operations tradeoffs, not SnowTime. The SnowTime chunk shows optimal quantity is less than 13,100 but does not give 12,000 as the specific answer. Distractor D (12,000) is therefore unverifiable from the chunks. Item needs revision to either provide a specific derivable quantity or change the question format."
codex,Codex,20260330_103241Z_haiku_local,item_32,haiku-generator,haiku/local,easy,D,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,3,False,REVISE,False,False,True,True,True,True,D is the explicit example of poor inventory management causing shortages and lost sales.
claude,Claude,20260330_103241Z_haiku_local,item_33,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Beer Game chunk states lead times 'compound ordering decisions and magnify variability upstream' and that '94 percent of observed variation was created by lead times,' strongly supporting C. Distractor A (consumer demand doubling) is the trigger event but the chunk explicitly says only 4 of 64 cases were attributable to the demand change."
codex,Codex,20260330_103241Z_haiku_local,item_33,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Analysis of Inventory Models with Limited Demand Information.pdf,ACCEPT,5,4,5,2,False,ACCEPT,True,False,True,True,True,True,B is the standard definition of the bullwhip effect from the cited chunk.
claude,Claude,20260330_103241Z_haiku_local,item_34,haiku-generator,haiku/local,easy,D,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,ACCEPT,5,4,4,4,True,REVISE,False,False,True,True,True,True,"Chunk directly states 'Global optimization achieves $1,014,500,' confirming D. All other options list other methods from the same chunk with their specific profit figures, creating effective discriminators. Reviewer's suggestion to remove named distractors would weaken the item; this should be ACCEPT."
codex,Codex,20260330_103241Z_haiku_local,item_34,haiku-generator,haiku/local,easy,D,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,ACCEPT,5,4,5,2,False,REVISE,False,False,True,True,True,True,D is correct: an all-units discount applies the lower per-unit price to the entire order once the threshold is crossed.
claude,Claude,20260330_103241Z_haiku_local,item_35,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Asian Paradigm Model chunk states 'Level 1 (higher) safety stock' triggers ocean and 'Level 2 (lower) safety stock' triggers air, so Level 1 > Level 2 with Level 1 for ocean (cheaper). Answer B correctly identifies this relationship. Distractor D (Level 1 lower than Level 2) inverts the chunk's statement."
codex,Codex,20260330_103241Z_haiku_local,item_35,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,2,3,4,2,False,REVISE,True,True,False,False,False,True,"B is plausible, but the cited chunks do not actually provide the dispersed-supply-chain passage needed to support this answer cleanly. The item should be revised to align with its provided evidence."
claude,Claude,20260330_103241Z_haiku_local,item_36,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,ACCEPT,4,3,5,4,True,ACCEPT,True,False,True,True,False,True,"SnowTime chunk confirms the optimal quantity is determined by the relationship between marginal profit and marginal cost, supporting A. The chunk does not mention fixed production cost as the primary factor (B) or salvage value alone (C) or selling price alone (D). Distractor quality is moderate since the other factors do play secondary roles."
codex,Codex,20260330_103241Z_haiku_local,item_36,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Inventory and EOQ Models.pdf,REVISE,2,2,3,2,False,REVISE,True,True,False,False,False,True,The source explains the forms of discounts but does not support the claim that a single threshold quantity determines whether a company should choose all-units versus incremental discounts. The item oversimplifies the decision and should be rewritten.
claude,Claude,20260330_103241Z_haiku_local,item_37,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,5,4,5,4,True,REVISE,False,False,True,True,True,True,"SCM chunk confirms the active management of the entire chain as an integrated system, supporting C. Distractor D ('decentralized decision-making') directly contradicts the chunk's emphasis on integrated, active management. Reviewer's REVISE is unwarranted—this is a well-grounded ACCEPT."
codex,Codex,20260330_103241Z_haiku_local,item_37,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,5,4,5,3,False,REVISE,False,False,True,True,True,False,C is the exact ZIO policy statement from the passage.
claude,Claude,20260330_103241Z_haiku_local,item_38,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"Chunk states handoffs 'introduce delays and the risk of errors,' confirming B. Distractor A (opportunities for innovation) is an optimistic mischaracterization; D ('clear accountability') represents the idealized view that the chunk argues is false in practice."
codex,Codex,20260330_103241Z_haiku_local,item_38,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,5,3,5,2,False,REVISE,True,False,True,True,True,True,"The keyed answer is wrong. The passage says aggregate forecasts are more accurate than disaggregated ones, forecasts worsen with longer horizons, and firms should reduce lead times, so no answer choice is correct as written."
claude,Claude,20260330_103241Z_haiku_local,item_39,haiku-generator,haiku/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,REVISE,4,3,4,4,True,REVISE,True,False,True,True,False,True,"EOQ sensitivity chunk gives the formula (γ + 1/γ)/2 for cost ratio. For γ=1.5: (1.5 + 0.667)/2 = 1.083, approximately 8% not 25%. The correct answer A (25%) would apply to γ=0.5 or γ=2 (doubling or halving), not a 50% increase. The stem says 'increased by 50%' meaning γ=1.5, for which the correct answer is ~8%, not any of the listed options. This is a calculation error in item design."
codex,Codex,20260330_103241Z_haiku_local,item_39,haiku-generator,haiku/local,easy,A,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,A exactly matches the air-replenishment trigger in the Asian Paradigm Model.
claude,Claude,20260330_103241Z_haiku_local,item_4,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,REJECT,3,3,1,3,False,REVISE,False,True,False,False,False,False,"Question field is null and answer choices are themselves questions about different topics (EOQ backorders, EPQ, sensitivity analysis). No stem exists to unify them; correct_key is 'B' but without a stem this cannot be verified. Should be REJECTED."
codex,Codex,20260330_103241Z_haiku_local,item_4,haiku-generator,haiku/local,easy,C,C:\Users\kadek\source\repos\domainRag\example1\Logistitics and Distribution Systems.pdf,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,C is the explicit ZIO policy statement.
claude,Claude,20260330_103241Z_haiku_local,item_40,haiku-generator,haiku/local,easy,D,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,5,4,5,5,True,ACCEPT,True,False,True,True,True,True,"Chunk explicitly states that under decentralized information, variability at stage k satisfies a product (multiplicative) structure, while centralized is additive, confirming B ('higher due to multiplicative amplification'). This is a genuinely difficult medium item requiring understanding of the mathematical structure."
codex,Codex,20260330_103241Z_haiku_local,item_40,haiku-generator,haiku/local,easy,D,C:\Users\kadek\source\repos\domainRag\example1\Michael-Adjemian.pptx,ACCEPT,5,4,5,3,False,ACCEPT,True,False,True,True,True,True,D is a clearly supported rate-increase driver from the passage.
claude,Claude,20260330_103241Z_haiku_local,item_41,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,4,3,4,4,True,REVISE,True,False,True,True,False,True,"The chunk supports smaller, more frequent orders (B) as a bullwhip mitigation strategy. However, distractor D ('relying solely on point-of-sale data') is a partial strategy that is not clearly wrong—POS data sharing is also recommended. The word 'solely' makes D wrong, but this subtlety may escape test-takers."
codex,Codex,20260330_103241Z_haiku_local,item_41,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Introduction to Stochastic Inventory Models and Supply Contracts.pdf,REVISE,5,3,5,3,False,REVISE,True,False,True,True,True,True,"The keyed answer is wrong. The policy is described as ordering when inventory drops below s and raising it up to S, which is not what option B says."
claude,Claude,20260330_103241Z_haiku_local,item_42,haiku-generator,haiku/local,easy,B,C:\Users\kadek\source\repos\domainRag\example1\Issues in Supply Chain Strategy.pdf,ACCEPT,5,4,5,4,True,ACCEPT,True,False,True,True,True,True,"SnowTime chunk confirms optimal quantity is less than average forecast demand due to unsold inventory cost exceeding marginal profit, confirming C. Distractor A (equal to average) is the naive answer that the chunk explicitly refutes; B (greater than average) is also clearly refuted."
